name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message
"benchmark_thread_per_socket/190000/200/iterations:1",1,9.38949e+10,1.76264e+09,ns,,,,,
"benchmark_thread_per_socket/190000/200/iterations:1",1,9.37939e+10,1.86389e+09,ns,,,,,
"benchmark_thread_per_socket/190000/200/iterations:1",1,9.37493e+10,1.91299e+09,ns,,,,,
"benchmark_thread_per_socket/190000/200/iterations:1",1,9.66948e+10,1.6972e+09,ns,,,,,
"benchmark_thread_per_socket/190000/200/iterations:1",1,1.25195e+11,1.81297e+09,ns,,,,,
"benchmark_thread_per_socket/190000/200/iterations:1",1,9.49157e+10,1.82516e+09,ns,,,,,
"benchmark_thread_per_socket/190000/200/iterations:1",1,9.38483e+10,1.84237e+09,ns,,,,,
"benchmark_thread_per_socket/190000/200/iterations:1",1,9.38651e+10,1.70094e+09,ns,,,,,
"benchmark_thread_per_socket/190000/200/iterations:1",1,9.40551e+10,1.72572e+09,ns,,,,,
"benchmark_thread_per_socket/190000/200/iterations:1",1,9.40416e+10,1.72181e+09,ns,,,,,
"benchmark_thread_per_socket/190000/200/iterations:1",1,9.37845e+10,1.86555e+09,ns,,,,,
"benchmark_thread_per_socket/190000/200/iterations:1",1,9.3832e+10,1.79934e+09,ns,,,,,
"benchmark_thread_per_socket/190000/200/iterations:1",1,9.38048e+10,1.79101e+09,ns,,,,,
"benchmark_thread_per_socket/190000/200/iterations:1",1,9.40742e+10,1.73963e+09,ns,,,,,
